Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
3/29/2020,282,20,130,4,29,48,54,50,50,30,17,0,128,154,0,55,11,145,38,10,23,0,1,0,1,4,4,6,4,0,3,17,0,2,2,14,2,0,0,0,5,12,25,23,27,24,14,0,57,73,0,21,3,92,11,2,1
3/1/2020,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0
3/2/2020,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
3/3/2020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,3,0,0,0
3/4/2020,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,3,0,0,0,3,1,0,0
3/5/2020,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,2,4,0,0,0,2,4,0,0
5/9/2020,521,52,100,34,104,100,98,90,54,28,13,0,264,254,3,245,9,91,37,17,122,0,1,0,4,6,6,11,24,0,23,29,0,26,3,14,8,1,0,1,9,11,12,19,18,19,11,0,53,46,1,43,1,31,16,5,4
5/23/2020,329,30,90,31,64,58,54,54,36,18,14,0,176,152,1,125,8,70,33,12,81,0,1,1,1,2,4,9,12,0,16,14,0,9,0,10,11,0,0,3,8,7,14,11,22,9,16,0,37,53,0,34,3,36,8,2,7
3/8/2020,3,0,9,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,2,0,3,6,0,2,0,5,2,0,0
6/19/2020,219,15,38,28,69,38,28,24,16,10,6,0,112,103,4,88,2,49,27,10,43,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,4,2,6,7,8,4,4,0,19,19,0,12,0,19,5,1,1
3/10/2020,11,0,8,1,2,3,2,0,0,2,1,0,8,3,0,0,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,4,4,0,0,0,5,1,2,0
12/6/2020,673,22,28,64,155,122,111,95,65,44,17,0,362,310,1,155,19,121,131,31,216,0,0,0,2,0,3,7,10,0,10,12,0,7,3,6,4,1,1,2,1,2,1,4,4,6,8,0,14,14,0,6,0,17,5,0,0
8/10/2020,377,2,30,41,108,69,63,49,24,18,5,0,186,190,1,184,8,58,69,13,45,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,5,1,3,5,5,6,3,0,15,15,0,4,2,8,12,1,3
9/4/2020,384,2,25,58,101,79,51,37,32,16,10,0,201,181,2,186,11,67,73,8,39,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,3,1,4,3,3,5,6,0,18,7,0,10,1,10,3,0,1
7/3/2020,175,5,29,14,52,36,26,18,16,9,4,0,107,67,1,42,1,45,32,10,45,0,0,0,0,0,2,1,2,0,3,2,0,1,0,4,0,0,0,4,2,2,6,3,4,5,3,0,12,17,0,4,0,15,5,2,3
8/3/2020,425,3,32,53,127,87,67,46,24,14,7,0,215,208,2,216,10,68,70,17,44,0,0,0,0,0,1,1,1,0,2,1,0,1,0,1,1,0,0,1,1,2,4,10,4,7,3,0,10,21,1,10,2,13,5,2,0
11/26/2020,244,21,87,19,49,32,36,30,32,28,17,1,130,113,1,44,3,78,36,14,69,0,0,0,1,1,2,9,8,0,11,10,0,9,1,8,3,0,0,1,4,8,15,12,14,22,11,0,48,39,0,28,1,37,14,3,4
3/11/2020,12,0,9,0,3,1,3,3,2,0,0,0,3,9,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,0,4,5,0,2,0,5,2,0,0
4/4/2020,326,22,159,2,34,38,61,70,63,33,25,0,152,174,0,69,15,143,43,18,38,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,3,11,22,33,45,24,21,0,77,81,1,39,10,78,21,8,3
12/13/2020,2,0,,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
4/6/2020,583,22,203,5,78,97,102,110,94,56,41,0,300,276,7,137,21,233,99,27,66,0,0,0,2,5,1,8,6,0,9,13,0,3,0,16,3,0,0,0,6,22,16,42,59,31,27,0,109,92,2,45,10,113,22,10,3
6/4/2020,319,15,35,27,92,63,54,40,25,10,8,0,160,156,3,144,5,64,24,9,73,0,0,2,1,0,6,4,2,0,6,9,0,6,1,8,0,0,0,0,7,1,6,6,10,3,2,0,20,15,0,12,1,12,7,1,2
10/21/2020,"1,151",6,65,112,369,243,170,127,82,32,16,0,595,555,1,385,25,164,254,63,260,0,0,0,0,0,0,0,6,0,4,2,0,2,0,1,2,1,0,2,5,11,8,7,16,9,7,0,33,32,0,23,0,24,14,1,3
10/11/2020,288,4,35,21,88,58,39,36,30,9,7,0,119,168,1,81,7,47,96,12,45,0,0,0,0,1,1,0,2,0,0,4,0,2,0,1,1,0,0,0,2,4,7,4,6,5,7,0,18,17,0,8,1,8,10,1,7
8/1/2020,140,5,22,7,45,27,17,24,11,6,3,0,69,71,0,48,0,32,31,6,23,0,0,0,0,1,0,2,2,0,3,2,0,2,0,2,1,0,0,0,4,2,6,4,0,4,2,0,11,11,0,9,0,10,2,0,1
11/1/2020,711,5,74,76,185,141,111,90,51,36,21,0,382,327,2,173,27,99,186,29,197,0,0,0,0,0,3,0,2,0,3,2,0,2,0,3,0,0,0,2,7,3,6,7,13,20,16,0,37,37,0,24,0,24,16,5,5
9/21/2020,411,2,28,51,122,81,55,44,33,18,7,0,210,198,3,210,5,43,79,15,59,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,3,5,5,4,6,2,3,0,15,13,0,14,0,10,2,0,2
3/9/2020,5,0,3,3,0,0,0,0,0,1,1,0,3,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,1,1,0
6/14/2020,92,12,27,6,22,18,20,14,6,2,4,0,44,48,0,29,1,24,5,5,28,0,0,0,1,1,3,2,5,0,6,6,0,5,0,3,4,0,0,2,4,1,6,3,5,3,3,0,11,16,0,12,1,9,1,2,2
8/11/2020,386,4,26,48,103,73,66,48,37,7,4,0,185,199,2,162,5,77,77,16,49,0,0,0,0,1,0,1,2,0,1,3,0,1,1,2,0,0,0,1,0,3,1,4,9,4,4,0,17,8,1,4,0,9,11,1,1
4/18/2020,535,39,164,12,89,101,96,90,81,44,22,0,244,286,5,177,18,161,61,20,98,0,0,0,3,4,8,12,12,0,20,19,0,12,5,20,2,0,0,1,7,18,19,36,39,27,17,0,62,102,0,53,4,75,22,8,2
9/5/2020,198,4,23,24,58,38,33,21,17,6,1,0,92,106,0,84,3,24,42,5,40,0,0,1,0,1,0,1,1,0,1,3,0,2,0,2,0,0,0,0,1,3,4,5,5,2,3,0,15,8,0,7,0,6,8,1,1
7/27/2020,361,1,21,51,102,66,50,39,30,14,9,0,192,165,4,173,12,79,51,9,37,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,3,1,4,1,2,7,0,8,13,0,6,3,8,3,0,1
12/5/2020,"1,171",8,48,158,252,210,173,179,118,54,27,0,603,568,0,362,31,144,199,46,389,0,0,1,1,1,0,1,4,0,3,5,0,5,0,2,1,0,0,3,4,4,4,8,15,4,6,0,21,27,0,14,0,20,9,3,2
7/30/2020,340,2,18,49,78,79,49,49,25,7,4,0,174,165,1,155,11,72,57,7,38,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,2,1,2,2,3,2,4,2,0,11,7,0,6,1,6,3,2,0
11/10/2020,"3,241",14,134,390,782,657,531,423,279,126,53,0,"1,672","1,555",14,"1,150",68,414,571,130,908,0,0,0,1,0,1,7,5,0,10,4,0,3,0,8,3,0,0,0,4,12,14,22,34,30,18,0,61,73,0,38,2,49,27,9,9
7/29/2020,443,3,20,56,130,94,67,50,28,12,6,0,229,207,7,180,7,97,88,19,52,0,0,0,1,0,1,0,1,0,2,1,0,1,0,2,0,0,0,1,3,1,8,2,3,1,1,0,7,13,0,8,0,8,2,2,0
11/3/2020,"2,070",13,107,258,530,433,340,257,147,63,42,0,"1,050","1,015",5,707,57,227,435,104,540,0,0,0,0,2,5,4,2,0,2,11,0,4,0,4,5,0,0,3,10,12,12,21,22,13,14,0,51,55,1,32,4,41,16,2,12
12/9/2020,"1,693",18,,192,410,324,275,219,168,71,34,0,917,770,6,570,47,259,252,72,493,0,1,0,1,1,5,7,3,0,5,13,0,6,1,5,6,0,0,,,,,,,,,,,,,,,,,,
11/13/2020,"2,616",19,107,325,633,518,396,339,231,119,55,0,"1,410","1,193",13,851,51,348,420,121,825,0,0,0,0,4,2,6,7,0,8,11,0,6,0,5,7,1,0,0,5,11,8,16,29,24,14,0,43,64,0,32,2,38,25,3,7
8/28/2020,377,4,26,65,106,60,49,48,29,15,5,0,180,197,0,166,7,66,71,16,51,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,3,1,8,2,3,4,4,0,14,12,0,9,0,12,3,2,0
6/3/2020,279,21,54,23,61,47,40,44,32,18,14,0,152,126,1,109,3,66,27,18,56,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,7,5,3,4,17,9,8,0,24,30,0,13,0,29,9,0,3
11/25/2020,"1,721",17,85,242,408,340,245,221,153,71,41,0,895,816,10,501,30,274,268,76,572,0,0,1,1,0,3,6,6,0,4,13,0,8,0,4,4,0,1,1,7,7,9,14,18,11,18,0,42,43,0,27,2,23,23,2,8
9/26/2020,229,4,23,26,65,48,32,39,11,7,1,0,103,126,0,87,5,13,69,14,41,0,0,1,0,1,1,0,1,0,1,3,0,2,0,1,1,0,0,0,3,6,1,5,2,5,1,0,17,6,0,6,0,7,8,1,1
5/20/2020,769,29,93,58,208,131,138,107,73,36,18,0,403,359,7,357,4,142,60,27,179,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,7,4,8,14,21,20,16,0,47,46,0,34,1,39,10,3,6
5/28/2020,521,22,68,41,111,89,98,69,62,27,24,0,258,255,8,212,7,115,58,13,116,0,0,0,1,5,1,4,11,0,11,11,0,10,0,7,5,0,0,4,2,10,7,9,15,7,14,0,33,35,0,29,2,23,10,1,3
8/25/2020,397,4,32,48,114,74,65,50,26,10,9,1,213,180,4,177,7,60,78,16,59,0,0,0,0,0,0,0,4,0,1,3,0,0,1,2,1,0,0,0,4,4,3,9,6,4,2,0,15,17,0,8,0,12,8,2,2
6/8/2020,274,15,40,21,63,48,49,41,24,15,13,0,136,132,6,137,3,45,29,9,51,0,0,1,1,2,2,3,6,0,6,9,0,5,1,5,3,1,0,1,7,2,7,8,5,4,6,0,21,19,0,13,2,14,8,3,0
5/15/2020,972,48,110,80,186,201,167,136,102,64,36,0,539,424,9,448,11,157,84,36,236,0,0,2,1,7,14,12,12,0,15,33,0,18,0,12,16,2,0,0,14,10,17,13,18,19,19,0,61,49,0,37,2,45,20,1,5
4/28/2020,"1,323",56,179,68,246,232,253,248,156,68,52,0,619,674,30,577,16,243,109,83,295,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,22,42,28,30,27,0,73,106,0,64,6,64,30,15,0
6/13/2020,121,18,25,13,26,19,14,22,14,7,6,0,66,55,0,46,0,22,17,8,28,0,0,0,0,3,5,5,5,0,11,7,0,3,1,6,8,0,0,1,3,1,7,2,5,1,5,0,15,10,0,10,0,9,5,1,0
11/7/2020,"1,520",12,111,176,376,323,262,182,107,53,41,0,797,723,0,545,32,176,311,71,385,0,0,1,1,1,1,3,5,0,8,4,0,1,0,4,7,0,0,2,8,6,14,22,26,10,22,1,60,51,0,33,8,36,21,7,6
11/2/2020,"2,282",15,111,270,541,496,365,310,182,71,47,0,"1,168","1,103",11,740,45,298,413,103,683,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,1,7,11,13,25,21,15,18,0,51,60,0,25,3,45,25,6,7
3/22/2020,168,2,73,6,23,27,31,37,24,14,6,0,75,93,0,22,6,81,50,6,3,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,6,8,13,14,13,14,5,0,37,35,1,12,4,47,6,3,1
7/25/2020,157,8,22,29,35,33,25,16,7,9,3,0,79,78,0,58,7,33,31,9,19,0,0,0,1,1,3,1,2,0,4,4,0,2,0,3,3,0,0,0,0,3,5,2,6,3,3,0,12,10,0,3,0,11,5,1,2
10/1/2020,352,4,33,50,116,67,39,49,14,15,2,0,173,178,1,147,4,28,89,25,59,0,0,0,0,2,1,1,0,0,1,3,0,2,1,1,0,0,0,1,3,5,3,5,7,4,5,0,20,13,0,12,1,11,4,1,4
11/12/2020,"2,854",16,106,328,720,562,482,369,247,110,35,1,"1,453","1,389",12,902,46,365,507,127,907,0,0,0,0,1,6,2,7,0,11,5,0,3,1,5,6,0,1,3,5,6,10,19,32,18,13,0,57,49,0,23,1,39,26,7,10
7/23/2020,316,3,33,33,101,67,43,35,17,12,8,0,188,127,1,93,13,79,73,14,44,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,8,4,6,3,5,3,0,16,17,0,15,1,11,4,1,1
7/21/2020,287,1,35,25,83,57,55,28,22,8,9,0,141,146,0,91,3,88,52,17,36,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,6,1,7,4,5,0,17,18,0,7,1,16,8,1,2
7/28/2020,332,3,19,37,86,75,66,33,19,9,7,0,185,145,2,153,11,74,45,9,40,0,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,0,0,1,3,7,3,2,1,1,1,0,14,5,0,9,0,7,2,0,1
4/27/2020,"1,155",35,171,42,234,201,232,205,125,53,63,0,571,553,31,517,23,202,106,61,246,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,10,16,39,37,20,38,0,80,89,2,56,4,70,28,12,1
5/27/2020,612,26,64,70,124,101,116,82,65,32,22,0,317,285,10,305,8,107,51,21,120,0,0,2,1,1,7,7,8,0,10,16,0,10,1,10,5,0,0,0,4,5,11,13,12,11,8,0,30,34,0,23,1,20,16,2,2
5/11/2020,"1,014",38,128,62,205,198,193,142,114,69,31,0,511,489,14,529,14,160,83,29,199,0,0,1,3,6,3,6,19,0,14,24,0,16,0,15,7,0,0,5,5,10,17,24,26,28,13,0,51,75,2,51,3,41,22,7,4
5/8/2020,924,44,97,52,169,191,196,153,85,44,34,0,441,465,18,435,17,138,78,41,215,0,0,0,1,4,13,12,14,0,21,23,0,15,0,15,14,0,0,0,8,8,9,19,18,13,22,0,48,49,0,38,3,36,12,5,3
8/27/2020,375,2,28,39,127,74,59,32,24,11,9,0,204,169,2,177,6,60,75,18,39,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,4,3,7,2,4,5,3,0,20,8,0,10,0,7,6,3,2
10/18/2020,331,1,50,26,82,84,57,40,21,16,5,0,163,166,2,72,7,55,107,12,78,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,4,7,8,8,11,5,0,21,29,0,19,0,12,14,1,4
11/8/2020,"1,086",10,109,120,268,234,175,139,81,43,26,0,545,539,2,325,20,158,290,61,232,0,1,0,0,1,2,3,3,0,0,10,0,5,0,3,1,0,1,6,10,3,15,21,16,21,17,0,61,48,0,41,1,41,16,3,7
9/27/2020,152,1,35,15,46,28,24,18,11,8,2,0,85,67,0,47,2,26,37,9,31,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,2,7,4,10,7,1,0,21,14,0,9,1,11,8,1,5
7/12/2020,96,4,17,7,32,15,19,11,3,7,2,0,52,44,0,27,4,25,19,3,18,0,0,0,0,0,2,0,2,0,2,2,0,0,0,1,3,0,0,1,3,0,2,2,2,6,1,0,7,10,0,5,2,8,1,0,1
5/30/2020,239,21,53,22,55,41,43,41,23,9,5,0,132,105,2,98,4,45,21,11,60,0,0,0,2,1,7,5,6,0,11,10,0,11,0,5,4,1,0,2,6,3,8,10,10,7,7,0,19,34,0,15,2,19,9,1,7
11/5/2020,"2,512",6,107,286,716,554,366,299,180,66,45,0,"1,307","1,191",14,904,42,304,467,143,652,0,0,1,0,1,0,0,4,0,3,3,0,1,0,1,2,1,1,2,9,11,10,22,27,14,12,0,45,62,0,31,2,41,19,8,6
8/2/2020,95,3,21,11,20,29,10,6,12,6,1,0,44,50,1,26,2,28,23,6,10,0,0,0,2,0,0,1,0,0,0,3,0,1,0,1,1,0,0,0,3,9,2,3,2,1,1,0,10,11,0,6,0,8,4,2,1
10/3/2020,214,4,39,25,52,43,33,26,20,9,6,0,114,100,0,70,6,32,50,8,48,0,0,0,0,1,1,0,2,0,2,2,0,3,0,1,0,0,0,0,2,6,3,5,13,4,6,0,20,19,0,12,0,15,9,0,3
12/8/2020,"1,915",23,29,256,426,363,303,281,156,82,48,0,985,921,9,671,47,257,267,92,581,0,0,2,1,3,3,4,10,0,10,13,0,6,3,7,5,2,0,1,3,2,3,6,3,9,2,0,14,15,0,9,2,10,7,0,1
10/28/2020,"1,702",7,93,213,443,396,282,188,108,50,22,0,885,807,10,646,32,229,304,78,413,0,0,0,0,1,4,2,0,0,1,6,0,3,0,3,1,0,0,4,8,9,11,16,16,15,14,0,52,41,0,22,2,35,29,2,3
7/11/2020,155,2,20,9,69,22,22,13,12,8,0,0,79,76,0,34,3,43,35,13,27,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,8,1,2,1,3,4,1,0,8,12,0,4,1,13,2,0,0
6/26/2020,218,13,31,18,61,49,29,25,17,11,8,0,121,96,1,69,4,42,39,5,59,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,9,5,5,0,11,19,1,5,2,16,4,2,2
9/9/2020,400,5,21,41,132,74,53,47,37,11,5,0,219,181,0,195,11,58,86,9,41,0,0,0,0,1,1,2,1,0,4,1,0,5,0,0,0,0,0,0,1,0,5,4,3,6,2,0,11,10,0,7,1,6,4,1,2
5/12/2020,943,46,127,64,178,177,182,162,92,50,38,0,494,445,4,442,10,169,101,23,198,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,11,28,25,17,19,0,63,63,1,50,2,49,18,2,6
11/20/2020,"2,254",28,94,325,522,420,371,263,184,103,66,0,"1,170","1,080",4,668,39,320,410,94,723,0,0,0,5,2,7,3,11,0,12,16,0,13,0,9,6,0,0,1,4,3,15,15,27,14,15,0,54,39,1,15,4,42,18,7,8
3/30/2020,439,12,160,6,54,78,81,82,59,43,36,0,217,222,0,85,12,210,78,17,37,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,33,35,33,24,0,69,91,0,27,2,101,20,9,1
4/10/2020,571,32,158,22,79,102,98,108,85,42,35,0,251,309,11,165,26,211,76,26,67,0,0,1,3,3,3,9,13,0,11,21,0,3,2,24,3,0,0,0,10,10,22,19,39,28,30,0,63,94,1,50,4,71,22,10,1
4/12/2020,341,33,138,28,32,56,54,60,46,34,31,0,142,182,17,91,7,116,56,21,50,0,0,1,2,3,11,6,10,0,16,17,0,4,1,20,8,0,0,0,3,7,16,31,30,30,21,0,56,81,1,33,4,69,25,7,0
10/13/2020,866,5,38,87,247,190,133,108,58,24,19,0,439,424,3,360,17,120,187,44,138,0,0,0,0,0,2,2,1,0,1,4,0,1,0,3,1,0,0,2,3,4,8,5,7,4,5,0,21,17,0,12,1,9,9,3,4
8/19/2020,468,5,20,55,143,84,57,70,39,13,7,0,249,218,1,204,4,83,91,24,62,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,0,2,2,1,6,2,6,1,0,11,9,0,4,0,11,4,0,1
10/12/2020,663,4,44,66,172,116,119,91,58,31,10,0,310,348,5,200,21,89,164,44,145,0,0,0,1,1,0,2,0,0,2,2,0,3,0,1,0,0,0,0,4,3,7,9,8,9,4,0,19,25,0,12,2,14,10,0,6
11/21/2020,"1,264",18,82,163,293,245,193,164,115,60,31,0,641,621,2,357,46,169,281,57,354,0,0,0,0,3,4,3,8,0,9,9,0,5,3,5,4,0,1,1,5,10,15,9,12,14,16,0,35,47,0,21,2,29,16,8,6
8/16/2020,121,3,18,10,40,29,9,15,10,6,1,1,56,63,2,27,6,17,41,9,21,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,2,0,0,0,6,0,1,2,5,2,2,0,11,6,1,11,1,5,0,0,1
11/19/2020,"2,066",17,91,240,501,438,333,266,176,83,29,0,"1,063",993,10,648,34,256,375,103,650,0,0,0,0,0,7,5,5,0,7,10,0,3,1,5,7,1,0,2,4,7,12,14,15,23,14,0,39,52,0,20,4,29,24,3,11
11/14/2020,"1,347",17,97,162,305,272,232,167,119,70,20,0,689,657,1,333,34,164,287,79,450,0,0,0,2,1,5,7,2,0,7,10,0,6,1,7,3,0,0,1,5,4,17,19,17,22,12,0,45,52,0,23,1,33,20,8,12
6/5/2020,339,17,42,33,76,70,51,51,30,18,10,0,172,166,1,178,4,51,28,12,66,0,0,0,0,3,1,9,4,0,10,7,0,5,0,7,5,0,0,0,6,5,5,8,5,10,3,0,20,22,0,17,0,14,5,2,4
3/7/2020,3,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,1,1,0
7/22/2020,364,4,36,39,124,82,56,28,21,13,1,0,187,171,6,131,9,78,96,10,40,0,0,0,0,1,0,1,2,0,1,3,0,1,0,1,2,0,0,3,3,7,6,1,6,8,2,0,20,16,0,13,1,15,5,1,1
10/23/2020,996,4,72,123,247,182,171,129,89,39,15,1,535,455,6,258,22,181,251,43,241,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,3,8,9,5,11,17,13,6,0,37,35,0,19,1,23,19,2,8
11/6/2020,"2,704",10,122,339,774,550,397,324,208,69,42,1,"1,430","1,266",8,944,69,337,539,145,670,0,0,1,1,2,3,0,3,0,4,6,0,4,0,5,1,0,0,5,8,7,16,27,18,24,17,0,63,59,0,31,3,49,21,9,9
12/1/2020,"2,060",25,99,254,487,402,336,257,188,92,44,0,"1,105",950,5,700,44,295,291,71,659,0,0,0,4,3,7,6,5,0,15,10,0,12,0,8,4,0,1,5,3,10,10,18,19,18,16,0,49,50,0,32,1,35,17,4,10
12/10/2020,"1,171",12,,152,250,209,191,163,121,44,41,0,620,545,6,237,28,200,209,80,417,0,0,0,0,1,4,1,6,0,3,9,0,2,1,4,3,1,1,,,,,,,,,,,,,,,,,,
9/22/2020,332,2,33,39,101,66,48,36,20,12,10,0,165,162,5,146,8,46,68,10,54,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,4,4,4,6,8,5,2,0,15,18,0,15,0,10,5,3,0
11/23/2020,"2,303",17,101,272,531,472,349,342,195,93,49,0,"1,215","1,082",6,800,47,339,365,103,649,0,0,1,1,2,2,5,6,0,11,6,0,7,0,6,3,1,0,2,6,8,7,15,25,18,20,0,52,49,0,28,3,41,14,4,11
9/2/2020,399,3,22,40,124,81,65,46,25,12,6,0,221,178,0,159,8,60,88,14,70,0,0,0,0,1,1,0,1,0,1,2,0,1,0,1,1,0,0,0,2,4,4,3,4,1,4,0,10,12,0,10,0,6,6,0,0
5/21/2020,804,34,109,75,177,137,120,122,79,51,43,0,417,369,18,370,24,133,54,28,195,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,12,16,17,23,20,11,0,54,55,0,43,8,40,8,6,4
